id,name,cleanName,genre,releaseYear,doesName,yesSum,noSum
12533,WALL·E,wall_e,animation,2008,Does someone have an eating disorder,4,12
12533,WALL·E,wall_e,animation,2008,Does someone die by suicide,0,16
12533,WALL·E,wall_e,animation,2008,Does someone suffer from PTSD,0,9
12533,WALL·E,wall_e,animation,2008,Does someone have a meltdown,0,0
12533,WALL·E,wall_e,animation,2008,Are there underwater scenes,0,0
12533,WALL·E,wall_e,animation,2008,Are there sudden loud noises,0,0
12533,WALL·E,wall_e,animation,2008,Is there shakey cam,0,13
12533,WALL·E,wall_e,animation,2008,Does a baby cry,10,4
12533,WALL·E,wall_e,animation,2008,Is there screaming,0,0
12533,WALL·E,wall_e,animation,2008,Is there obscene language/gestures,0,3
12533,WALL·E,wall_e,animation,2008,Are there flashing lights or images,2,10
12533,WALL·E,wall_e,animation,2008,Is someone watched without knowing,5,0
12533,WALL·E,wall_e,animation,2008,Is the fourth wall broken,0,9
12533,WALL·E,wall_e,animation,2008,Is a baby stillborn,0,8
12533,WALL·E,wall_e,animation,2008,Does someone miscarry,0,15
12533,WALL·E,wall_e,animation,2008,Are there babies or unborn children,11,0
12533,WALL·E,wall_e,animation,2008,Is there childbirth,0,14
12533,WALL·E,wall_e,animation,2008,Are there abortions,0,15
12533,WALL·E,wall_e,animation,2008,Does a pregnant person die,0,14
12533,WALL·E,wall_e,animation,2008,Are there homophobic slurs,0,11
12533,WALL·E,wall_e,animation,2008,Is there ableist language or behavior,1,10
12533,WALL·E,wall_e,animation,2008,Is there antisemitism,0,11
12533,WALL·E,wall_e,animation,2008,"Are there ""Man in a dress"" jokes",10,2
12533,WALL·E,wall_e,animation,2008,Is someone misgendered,0,15
12533,WALL·E,wall_e,animation,2008,Does an LGBT person die,0,17
12533,WALL·E,wall_e,animation,2008,Are there fat jokes,34,0
12533,WALL·E,wall_e,animation,2008,Is there aphobia,0,5
12533,WALL·E,wall_e,animation,2008,Are there usages of the n-word,0,11
12533,WALL·E,wall_e,animation,2008,Does the black guy die first,0,15
12533,WALL·E,wall_e,animation,2008,Is there hate speech,0,16
12533,WALL·E,wall_e,animation,2008,Is a minority is misrepresented,1,4
12533,WALL·E,wall_e,animation,2008,Is there blackface,0,5
12533,WALL·E,wall_e,animation,2008,Is there a large age gap,1,9
12533,WALL·E,wall_e,animation,2008,Is religion discussed,0,3
12533,WALL·E,wall_e,animation,2008,Are there demons or Hell,0,3
12533,WALL·E,wall_e,animation,2008,Are there nude scenes,0,9
12533,WALL·E,wall_e,animation,2008,Is there bestiality,0,6
12533,WALL·E,wall_e,animation,2008,Does someone lose their virginity,0,5
12533,WALL·E,wall_e,animation,2008,Is someone sexually objectified,0,8
12533,WALL·E,wall_e,animation,2008,Are there incestuous relationships,0,15
12533,WALL·E,wall_e,animation,2008,Is there sexual content,0,15
12533,WALL·E,wall_e,animation,2008,Is there BDSM,0,5
12533,WALL·E,wall_e,animation,2008,Is a male character ridiculed for crying,0,6
12533,WALL·E,wall_e,animation,2008,Does someone have a stroke,0,5
12533,WALL·E,wall_e,animation,2008,Does someone have a chronic illness,0,4
12533,WALL·E,wall_e,animation,2008,Is there dementia/Alzheimer's,0,3
12533,WALL·E,wall_e,animation,2008,Is someone terminally ill,0,5
12533,WALL·E,wall_e,animation,2008,Are there fat suits,0,5
12533,WALL·E,wall_e,animation,2008,Is someone homeless,1,7
12533,WALL·E,wall_e,animation,2008,Is existentialism debated,2,1
12533,WALL·E,wall_e,animation,2008,Are there anti-abortion themes,0,5
12533,WALL·E,wall_e,animation,2008,Is Santa (et al) spoiled,0,16
12533,WALL·E,wall_e,animation,2008,Are there end credit scenes,0,0
12533,WALL·E,wall_e,animation,2008,Does it have a sad ending,0,15
12533,WALL·E,wall_e,animation,2008,Does a car honk or tires screech,0,5
12533,WALL·E,wall_e,animation,2008,Does a car crash,0,14
12533,WALL·E,wall_e,animation,2008,Does a plane crash,0,16
12533,WALL·E,wall_e,animation,2008,Is someone hit by a car,2,14
12533,WALL·E,wall_e,animation,2008,Does someone drown,0,17
12533,WALL·E,wall_e,animation,2008,Is there blood/gore,0,15
12533,WALL·E,wall_e,animation,2008,Is there a nuclear explosion,1,15
12533,WALL·E,wall_e,animation,2008,Is there gun violence,0,14
